"age","gender","college.degree","degree.level","non.sandler.trained","sandler.trained","prior.Industry","current.job.sales.years","avg.percent.of.revenue.goal","AS1","AS2","AS3","AS4","AS5","AS6","AS7","AS8","AS9","AS10","SC1","SC2","SC3","SC4","SC5","SC6","SC7","SC8","SC9","SC10","AD1","AD2","AD3","AD4","AD5","AD6","AD7","AD8","AD9","AD10","DO1","DO2","DO3","DO4","DO5","DO6","DO7","DO8","DO9","DO10"
34,1,"y","Associates","no","no","Construction",3,"30%",4,5,3,4,3,1,2,2,1,1,5,5,4,4,4,1,1,1,1,2,4,5,4,3,1,3,3,4,2,3,3,3,3,3,3,4,3,2,2,3
34,1,"y","Masters","no","no","Financial",6,"60%",2,5,5,2,2,5,1,3,4,1,1,4,4,2,3,3,5,4,3,2,1,4,4,2,4,5,2,3,1,2,2,3,5,4,5,2,5,5,5,5
34,1,"y","Associates","no","yes","Construction",3,"30%",4,2,2,4,2,2,4,4,2,1,2,2,2,4,2,4,2,4,4,1,2,2,5,4,4,4,4,4,4,4,5,5,4,4,4,3,4,4,3,4
34,1,"y","Masters","no","yes","Technology",7,"60%",4,4,3,4,4,4,2,3,2,2,4,4,3,4,4,1,1,1,4,2,4,4,5,4,2,2,2,2,1,1,4,5,4,3,5,3,5,4,3,3
34,2,"n","none","no","no","High Tech Sales",8,"60%",4,3,3,2,3,3,4,3,4,1,2,2,2,4,2,5,3,4,4,1,4,5,5,4,3,3,2,2,1,4,3,3,3,3,4,4,4,5,3,1
34,2,"n","none","no","no","Sales",7,"40%",4,4,4,4,4,3,3,4,3,2,4,3,2,4,3,3,3,4,4,2,5,5,5,5,3,2,2,2,2,2,3,3,3,2,4,3,4,3,3,4
34,2,"n","none","no","no","Restaurant",3,"10%",4,3,3,4,3,2,3,3,2,2,4,4,4,4,4,2,2,2,4,2,4,5,5,5,3,4,2,2,1,1,4,4,4,2,4,2,4,3,1,1
34,2,"n","none","no","no","Retail",2,"10%",4,3,4,4,2,4,2,1,1,1,2,2,1,2,2,4,3,3,5,2,4,5,5,4,1,2,2,2,5,2,5,3,3,3,4,2,5,5,1,4
34,2,"y","Bachelors","yes","no","Health Care",4,"50%",2,2,4,2,2,3,5,5,5,1,3,4,4,2,3,2,3,3,2,3,5,5,5,5,1,1,1,3,3,3,3,3,4,3,3,2,2,2,3,2
34,2,"y","Bachelors","yes","no","Health Care",2,"60%",5,5,3,5,4,3,1,3,1,2,4,4,4,4,4,2,2,2,2,2,5,4,4,4,3,3,1,2,1,1,4,4,2,3,4,3,3,4,4,4
34,2,"y","Bachelors","yes","no","Health Care",5,"40%",4,4,4,4,4,4,3,3,2,4,4,4,4,4,4,2,4,4,3,3,2,4,4,4,4,2,2,4,2,2,4,4,3,2,4,3,3,4,3,2
34,2,"y","Bachelors","yes","no","Restaurant",5,"10%",5,3,2,4,4,3,3,4,1,2,2,2,2,5,5,5,1,1,4,2,4,4,3,3,4,4,3,5,1,1,1,5,3,2,2,5,2,4,2,2
34,2,"y","Bachelors","no","no","Retail",2,"10%",4,4,4,4,4,4,3,2,1,1,4,5,2,4,4,1,2,2,1,1,4,5,5,4,2,4,2,4,1,2,4,3,4,3,4,4,3,3,3,2
34,2,"y","Bachelors","no","no","Retail",2,"10%",4,3,4,3,1,4,3,3,1,2,4,5,4,4,4,3,2,2,4,2,3,5,5,4,4,2,2,4,1,3,2,2,4,2,3,4,2,4,2,2
34,2,"y","Bachelors","yes","no","Retail",2,"10%",4,4,4,4,3,4,3,2,2,2,4,2,2,4,3,2,2,2,3,4,2,4,3,2,4,4,3,4,2,2,4,2,2,2,4,2,3,4,2,2
34,2,"y","Masters","yes","no","High Tech Sales",6,"80%",4,4,4,5,2,4,4,2,1,1,5,2,2,1,4,2,1,2,4,4,5,5,1,5,2,1,1,4,1,2,4,4,2,2,2,1,4,2,4,1
34,2,"y","Associates","yes","no","Call Center",3,"30%",5,4,3,4,3,4,2,3,1,2,4,4,3,5,3,2,2,2,4,3,4,5,5,5,4,2,2,3,2,3,4,4,4,3,4,4,4,4,3,4
34,2,"y","Bachelors","yes","no","Banking",3,"10%",4,4,4,4,4,3,2,4,2,1,4,4,4,4,4,4,4,2,2,2,3,2,4,4,2,2,2,4,4,2,4,2,2,2,4,4,2,4,3,4
35,1,"n","none","no","yes","Web Tech",4,"10%",5,4,5,4,5,5,1,2,1,1,5,4,4,5,3,1,2,1,1,1,3,5,5,5,1,1,1,4,1,3,4,4,4,4,5,4,4,3,5,4
35,1,"n","none","no","yes","Restaurant",3,"10%",4,3,2,4,2,2,3,2,2,1,3,2,4,4,3,3,3,3,4,2,4,4,5,4,3,3,3,4,2,4,3,3,3,3,3,3,4,3,4,2
35,1,"n","Masters","no","yes","Technology",6,"10%",5,5,4,4,4,3,2,2,1,1,5,4,5,5,5,2,1,1,3,1,5,5,5,5,4,2,1,2,2,1,3,3,3,3,4,2,4,5,2,2
35,1,"n","none","no","yes","Restaurant",4,"30%",3,4,4,5,4,4,3,3,1,1,4,4,2,4,4,2,2,2,3,2,4,4,5,4,4,3,3,4,1,3,4,4,2,2,2,2,4,4,2,1
35,1,"n","Associates","yes","yes","Insurance",5,"50%",2,4,3,2,3,3,3,3,1,5,3,2,1,2,2,4,3,3,4,4,3,4,5,5,3,2,2,3,3,3,4,4,3,2,2,2,2,3,1,1
35,1,"n","none","no","yes","Banking",4,"20%",3,4,3,4,4,4,3,3,2,1,5,4,3,3,3,2,2,2,3,2,4,4,4,4,3,2,1,3,1,3,5,3,2,1,1,1,3,3,2,1
35,1,"y","Associates","no","yes","Technology",6,"10%",2,5,2,3,2,3,3,4,1,2,5,5,4,2,4,1,2,2,2,3,4,5,5,4,2,1,1,4,1,2,5,4,4,3,4,2,2,2,1,2
35,1,"y","Bachelors","no","yes","Insurance",2,"50%",4,4,3,5,4,4,2,2,1,2,4,4,5,4,4,2,2,2,3,2,4,5,4,4,2,2,2,2,1,2,4,4,4,4,4,4,4,4,2,2
35,1,"y","Masters","no","yes","Technology",6,"40%",4,3,3,3,3,3,2,2,3,1,4,4,3,4,2,2,2,1,4,2,4,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,4,3,1,2
35,1,"y","Bachelors","no","yes","Manufacturing",5,"40%",4,5,4,4,4,4,2,2,2,1,4,4,3,4,4,3,1,2,2,2,3,3,4,3,4,3,3,4,3,2,4,4,4,3,3,3,4,4,3,2
35,1,"y","Bachelors","no","yes","Retail",2,"10%",4,4,5,4,4,4,2,2,2,1,4,4,3,4,4,3,2,2,3,1,3,5,4,4,4,3,3,3,3,3,4,4,2,2,1,3,2,3,3,2
35,1,"y","Associates","no","yes","Restaurant",3,"30%",4,5,5,4,4,4,1,2,1,2,4,5,4,3,3,1,2,2,1,1,4,4,5,5,2,2,2,2,4,2,3,4,4,4,4,4,4,4,4,4
35,1,"y","Masters","no","yes","Retail ",2,"20%",2,2,1,4,1,3,3,3,1,1,2,1,1,4,3,5,2,4,4,3,2,4,4,2,4,5,4,4,3,2,2,2,4,2,2,2,4,4,3,1
35,1,"y","Bachelors","no","yes","Insurance",4,"50%",4,4,4,4,3,4,2,2,4,1,5,4,3,4,3,2,2,1,1,2,3,5,4,5,2,2,2,2,2,2,4,3,3,2,4,4,4,4,4,3
35,1,"y","Masters","no","yes","Consulting",4,"50%",4,3,2,2,4,3,3,4,4,2,4,2,4,2,3,3,4,3,4,3,4,4,4,3,3,3,3,4,2,4,2,3,4,3,3,2,3,3,3,3
35,1,"y","Bachelors","no","yes","Pilot",8,"40%",4,3,3,3,2,3,2,3,1,1,4,3,4,4,2,3,4,2,3,3,5,4,5,5,2,2,2,2,1,2,4,3,3,3,4,3,3,4,3,2
35,1,"y","Bachelors","no","yes","Technology",6,"30%",4,2,2,4,2,2,4,3,2,1,4,4,3,3,3,2,2,3,2,3,4,3,3,3,3,4,3,3,3,2,2,2,2,3,2,2,2,2,2,1
35,2,"n","none","no","no","Building ",4,"40%",4,5,4,5,4,5,2,2,1,1,4,3,3,4,5,3,1,1,3,1,5,5,5,4,3,1,1,2,1,1,5,4,3,3,4,4,5,5,3,3
35,2,"n","none","no","no","Building ",4,"40%",4,4,4,3,3,4,2,3,1,1,4,2,4,4,3,4,2,2,4,2,4,4,4,4,2,3,3,2,2,2,5,4,3,3,2,3,3,4,2,2
35,2,"n","none","no","yes","Construction",2,"40%",4,4,3,4,4,3,3,3,2,2,4,3,2,3,3,4,2,2,4,2,4,4,5,5,4,1,1,1,1,1,3,4,4,3,4,3,4,4,3,3
35,2,"y","Associates","yes","no","Call Center",3,"30%",4,4,4,4,4,3,3,3,2,1,5,5,3,4,3,1,1,1,1,1,4,5,5,5,3,3,4,4,1,4,4,4,3,3,4,4,4,4,2,3
35,2,"y","Associates","yes","no","Banking",4,"20%",5,5,5,5,5,5,1,1,1,1,4,5,5,5,5,1,1,3,2,1,4,5,5,5,2,3,2,3,2,1,4,4,3,3,3,2,3,4,2,2
35,2,"y","Associates","yes","no","Banking",4,"20%",4,2,3,2,4,4,4,4,2,2,4,3,1,3,3,3,3,1,3,2,3,5,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,1
35,2,"y","Bachelors","yes","no","Financial",8,"60%",3,3,3,2,4,3,2,3,1,2,4,2,1,3,2,4,4,2,4,1,4,5,5,5,4,2,2,3,3,3,2,2,2,2,2,2,2,4,3,1
35,2,"y","Bachelors","yes","no","Banking",4,"20%",3,4,3,3,5,3,3,2,2,1,3,2,3,3,2,3,4,3,2,4,5,5,5,5,4,2,1,3,1,4,4,4,4,4,5,3,4,5,4,4
35,2,"y","Bachelors","no","no","Other",5,"20%",2,4,4,3,4,5,2,2,2,2,4,2,1,2,3,4,2,3,4,4,4,4,5,5,3,2,3,2,4,2,4,4,4,3,4,2,3,4,4,3
35,2,"y","Bachelors","no","no","High Tech Sales",8,"60%",3,3,2,2,4,4,4,4,2,2,4,4,3,3,2,2,4,2,2,2,4,4,4,4,3,3,2,2,3,3,3,2,4,3,4,3,4,2,2,3
35,2,"y","Masters","no","no","Engineer",6,"20%",2,1,1,2,2,4,5,5,2,2,2,1,1,2,1,5,4,4,5,4,2,4,4,2,5,5,5,5,4,4,4,4,4,2,4,2,1,4,2,1
35,2,"y","Masters","no","no","Marketing",3,"40%",5,4,4,4,4,4,3,3,1,2,4,4,4,5,4,3,2,1,3,2,3,5,5,5,3,3,3,4,1,4,4,4,4,4,4,4,4,4,4,4
36,1,"n","none","no","yes","Retail",2,"10%",3,3,2,4,3,3,4,3,1,2,3,2,1,3,3,4,2,3,4,2,3,4,4,4,4,3,2,3,2,2,3,3,3,2,2,2,4,3,2,2
36,1,"n","none","no","no","Retail",2,"10%",4,3,2,4,2,3,3,2,1,2,3,2,1,4,3,4,2,2,4,2,2,4,5,4,4,3,2,3,2,2,3,3,2,2,3,2,4,3,2,2
36,1,"n","none","no","no","Retail",2,"10%",4,3,4,4,4,4,3,3,1,2,3,2,3,4,4,3,3,3,4,2,4,4,5,4,4,3,3,2,2,2,2,3,3,2,4,3,4,3,2,4
36,1,"n","none","no","yes","Building ",4,"30%",5,4,4,4,4,4,2,2,2,1,2,4,2,5,4,2,2,2,2,2,3,3,4,4,2,2,2,2,3,2,3,3,4,4,4,4,4,4,2,2
36,1,"n","none","no","yes","Food Service",3,"10%",2,2,4,2,1,4,3,3,2,2,3,2,1,2,2,4,3,4,4,3,3,4,4,3,3,3,3,2,2,2,2,2,3,2,3,3,4,3,3,2
36,1,"n","Bachelors","no","yes","Technology",6,"30%",4,3,4,5,3,4,3,3,1,1,5,5,4,5,5,1,1,1,1,1,5,5,5,5,2,1,1,3,1,1,5,5,5,5,5,5,4,5,2,2
36,1,"n","none","no","yes","Food Service",3,"20%",4,4,4,3,4,3,2,3,1,2,3,2,4,4,3,3,3,3,3,2,2,5,5,5,4,3,2,4,2,1,4,4,4,4,4,3,4,4,4,4
36,1,"n","none","no","yes","Insurance",2,"40%",5,4,5,4,2,3,4,2,4,1,3,2,4,3,4,4,2,4,5,1,5,5,5,5,2,4,2,4,1,2,4,5,5,5,5,4,4,5,4,5
36,1,"y","Bachelors","no","yes","Banking",4,"20%",4,4,4,4,2,4,3,3,3,2,4,3,3,4,3,3,3,4,4,2,2,4,4,3,4,2,3,4,1,2,4,4,3,2,3,2,4,4,2,2
36,1,"y","Associates","no","yes","Web Tech",3,"10%",4,3,2,4,3,4,4,2,1,2,4,2,1,3,2,4,2,3,4,3,2,5,5,3,4,2,2,2,2,2,3,4,2,2,3,2,3,3,2,2
36,1,"y","Bachelors","yes","no","Retail",3,"10%",5,4,4,5,4,4,2,3,1,1,4,3,4,4,5,3,1,3,4,3,5,4,4,3,3,3,3,4,1,2,2,2,3,2,3,3,4,4,3,3
36,1,"y","Bachelors","yes","no","Retail",3,"10%",2,2,1,3,2,3,4,3,1,2,3,2,1,3,2,5,2,3,5,4,2,4,5,4,4,3,3,4,2,4,3,3,5,1,2,2,3,2,2,2
36,1,"y","Associates","yes","no","Retail",3,"10%",4,4,4,4,3,4,3,3,1,1,4,2,3,4,4,3,1,3,3,1,4,5,5,5,2,2,1,3,1,1,3,3,3,3,4,3,3,4,2,2
36,1,"y","Associates","yes","no","Consulting",5,"50%",4,4,3,5,4,5,2,1,1,1,5,5,5,5,4,1,1,2,2,2,4,5,5,5,3,2,2,3,1,3,4,5,3,2,4,3,4,4,2,4
36,1,"y","Bachelors","no","yes","Pilot",5,"40%",4,4,2,4,3,4,4,4,2,1,5,4,4,4,4,2,2,1,2,2,3,4,4,4,2,2,2,4,2,2,1,1,4,2,2,2,4,4,2,1
36,1,"y","Bachelors","no","yes","Technology",6,"30%",5,1,4,2,3,4,3,3,3,1,2,2,1,5,1,1,5,2,4,2,4,5,4,3,4,2,4,5,2,3,2,2,4,1,4,1,4,1,1,1
36,1,"y","Bachelors","yes","no","Retail",5,"10%",5,5,5,5,5,5,1,1,1,5,5,5,5,5,5,1,1,1,1,1,5,5,5,5,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5
36,1,"y","Bachelors","yes","no","Retail",5,"10%",4,3,2,4,3,3,3,3,2,1,5,4,4,4,4,2,2,2,3,2,4,3,5,4,2,2,2,3,1,2,4,3,3,3,4,3,3,3,3,3
36,2,"n","none","no","yes","Sales",8,"30%",4,3,3,5,3,2,3,4,2,1,2,3,4,4,5,3,2,4,3,3,4,4,2,4,3,2,1,3,4,2,2,1,2,1,1,3,1,4,1,1
36,2,"n","none","yes","yes","Banking",4,"20%",4,4,4,2,4,3,3,3,1,2,4,1,1,3,2,5,3,2,5,2,3,4,3,4,4,2,2,4,1,3,4,2,3,1,3,1,4,1,2,1
36,2,"n","none","no","yes","Sales",6,"40%",4,4,3,3,3,3,2,2,2,2,4,2,4,4,4,4,2,2,2,1,4,2,5,3,3,4,4,4,2,4,4,4,3,3,4,4,4,4,3,2
36,2,"n","none","no","yes","Sales",8,"30%",4,3,4,4,4,4,2,3,4,3,5,4,4,4,4,1,1,2,2,2,4,4,4,2,2,2,3,2,2,2,4,4,4,3,3,2,3,2,3,3
36,2,"y","Masters","yes","no","High Tech Sales",6,"60%",4,4,3,4,3,4,2,2,3,2,4,2,1,4,4,4,2,2,4,3,4,5,5,4,2,2,2,3,1,3,3,2,4,3,3,2,2,3,2,1
36,2,"y","none","no","yes","Food Service",3,"10%",4,5,2,2,5,5,2,4,1,1,4,2,1,4,2,5,2,1,4,1,5,5,5,5,2,2,2,2,1,2,5,5,1,1,1,1,2,2,2,1
36,2,"y","Bachelors","no","yes","Other",5,"29%",5,5,5,4,4,5,2,2,5,2,5,4,5,5,5,2,1,2,2,2,4,4,4,4,3,2,2,4,2,2,4,4,2,3,2,2,4,4,2,2
36,2,"y","Masters","yes","yes","Technology",6,"30%",3,4,5,3,2,5,3,3,1,1,4,2,3,1,4,3,2,2,4,4,4,5,5,5,1,1,1,4,5,1,5,4,5,4,5,1,4,3,4,4
37,1,"n","none","no","no","Banking",4,"20%",4,5,3,4,2,4,3,3,1,1,4,4,3,4,4,2,2,2,3,2,3,5,5,5,3,4,3,3,3,2,4,4,3,2,3,3,4,3,2,2
37,1,"n","none","no","yes","Banking",4,"20%",2,3,4,4,5,3,2,3,2,1,3,4,4,2,3,2,2,3,4,2,4,5,4,4,3,2,2,3,2,3,2,2,3,1,3,2,3,4,1,1
37,1,"n","none","no","no","Construction",8,"60%",5,4,4,3,3,5,1,1,1,1,3,2,3,5,4,5,2,3,4,2,5,5,5,5,2,4,3,2,3,2,3,1,3,2,3,2,4,3,2,1
37,1,"n","none","yes","no","Banking",4,"20%",4,3,3,4,3,2,2,2,1,1,4,3,2,4,4,2,2,2,4,2,3,5,5,4,4,2,2,3,2,2,2,2,1,1,1,1,4,2,1,1
37,1,"n","Masters","yes","no","Consulting",5,"50%",3,3,3,3,3,3,3,4,1,2,4,2,2,3,2,4,4,3,3,2,5,5,5,5,2,1,1,2,2,2,4,4,3,1,2,2,4,4,2,1
37,1,"n","Masters","yes","yes","Technology",6,"30%",2,5,5,3,5,4,1,1,1,1,2,4,2,2,4,3,2,2,4,3,5,5,5,5,4,2,1,2,1,2,4,4,5,5,5,2,5,5,5,5
37,1,"n","Bachelors","yes","no","Banking",4,"20%",3,4,2,4,3,4,3,3,4,3,3,3,3,3,3,3,3,3,4,4,3,5,4,4,2,2,2,3,2,3,3,3,4,4,4,2,3,4,3,3
37,1,"n","Bachelors","yes","no","Banking",4,"20%",4,4,4,3,2,4,4,4,3,1,2,1,1,4,3,4,3,4,4,2,3,4,5,4,3,4,2,5,1,2,4,5,4,4,5,1,5,5,3,4
37,1,"y","Associates","yes","no","Building ",6,"20%",4,4,4,5,3,4,2,3,4,1,3,5,5,4,4,1,2,3,2,2,5,5,4,4,3,3,3,2,1,2,5,5,3,1,2,4,2,3,2,1
37,1,"y","Associates","yes","no","Banking",4,"20%",3,4,3,4,3,3,4,3,2,5,4,4,3,3,4,2,2,2,3,2,5,4,4,4,3,3,2,3,2,1,3,2,4,3,4,3,4,4,3,2
37,1,"y","Associates","yes","no","Insurance",6,"50%",5,5,4,4,3,5,3,2,2,4,4,4,3,5,4,3,2,2,4,2,5,5,5,5,1,2,2,2,4,1,3,4,3,3,4,4,3,4,3,4
37,1,"y","Bachelors","yes","no","Financial",7,"70%",4,4,4,4,3,4,3,3,3,3,3,3,4,4,4,3,2,2,3,3,3,4,3,4,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4
37,1,"y","Bachelors","yes","no","Technology",6,"30%",5,4,4,4,3,4,2,3,2,2,5,5,5,5,4,2,2,2,2,1,3,5,4,4,2,2,2,3,1,2,4,4,4,4,4,2,5,5,4,2
37,1,"y","Masters","yes","no","Retail ",4,"20%",3,3,3,3,2,2,2,3,2,3,2,4,4,3,3,2,2,2,4,4,2,2,5,4,2,4,3,4,1,2,2,2,2,2,2,2,3,4,2,2
37,1,"y","Associates","yes","no","Retail ",2,"10%",3,3,4,4,4,4,3,3,4,3,4,3,1,3,4,2,2,2,4,3,4,5,5,4,4,2,3,2,2,4,4,4,3,1,4,3,4,4,1,2
37,2,"n","none","yes","no","Insurance",5,"70%",4,3,3,5,3,3,4,4,3,2,3,3,4,4,5,3,2,4,4,2,4,5,4,5,4,4,3,4,2,3,5,1,3,3,3,3,4,3,3,3
38,1,"n","none","yes","no","Banking",3,"20%",3,4,4,4,3,4,2,2,2,1,4,2,2,3,4,4,2,2,4,2,4,4,5,5,2,2,2,3,1,2,4,4,4,4,4,3,4,5,4,3
38,1,"n","Bachelors","yes","no","Technology",6,"30%",5,5,5,5,3,3,3,3,1,1,5,1,5,5,1,1,1,1,3,1,5,5,3,3,1,1,1,1,1,1,1,1,1,2,3,3,4,2,1,1
38,1,"n","none","yes","no","Insurance",5,"50%",5,4,3,4,3,3,3,2,1,1,5,5,3,4,4,2,2,2,2,2,4,4,4,4,2,2,1,1,1,1,4,5,4,4,4,4,4,5,3,3
38,1,"n","none","yes","no","Banking",3,"20%",5,5,4,4,4,4,3,3,2,2,5,4,4,4,4,3,2,1,4,2,2,5,5,5,3,2,2,4,4,1,3,4,4,3,4,4,4,4,4,4
38,1,"y","Bachelors","yes","no","Technology",6,"40%",5,4,3,4,3,4,2,2,1,1,5,3,4,5,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
38,1,"y","Associates","yes","no","Retail",5,"10%",4,3,3,4,4,2,4,4,1,2,5,5,4,4,4,1,1,1,2,2,3,4,4,4,4,2,2,4,4,4,4,4,2,2,2,4,2,2,1,1
38,1,"y","Bachelors","yes","no","Health Care",2,"30%",5,4,4,5,4,3,3,3,1,1,3,5,5,5,5,2,2,3,3,1,2,3,4,3,3,2,3,4,4,4,4,4,5,5,5,5,5,5,5,5
38,1,"y","Masters","yes","no","Retail",2,"10%",4,4,1,3,3,4,2,2,1,1,4,3,3,4,3,1,1,1,3,2,5,5,5,5,2,1,1,3,3,1,4,4,3,3,4,4,4,4,2,3
38,1,"y","none","yes","no","Food Service",3,"10%",4,4,5,3,3,5,2,2,1,1,3,3,2,3,3,3,3,3,4,2,4,4,5,4,2,2,3,3,3,1,5,5,5,3,4,4,3,5,3,3
38,1,"y","Bachelors","yes","no","Insurance",7,"60%",2,2,2,4,2,4,3,2,2,1,2,1,1,2,2,4,4,4,4,4,5,5,5,5,2,2,1,2,1,1,4,3,4,3,4,3,4,4,2,2
38,1,"y","Bachelors","yes","no","Health Care",3,"30%",4,4,4,3,5,3,2,1,2,1,4,5,3,3,3,1,2,1,2,1,5,5,3,5,1,2,1,3,2,1,3,2,5,4,4,4,5,5,2,4
38,1,"y","Bachelors","yes","no","Technology",6,"40%",2,4,3,2,3,4,4,3,1,1,5,4,5,3,2,2,3,1,2,1,4,5,5,5,4,3,3,4,4,4,4,4,4,2,1,4,1,4,1,1
38,1,"y","Bachelors","yes","no","Construction",3,"30%",5,5,5,5,4,4,3,3,1,1,5,4,3,5,4,3,1,1,2,1,4,5,5,5,2,1,1,2,1,2,4,3,4,3,3,3,3,3,3,3
38,2,"n","none","no","no","Building ",6,"20%",5,3,2,4,4,5,4,2,3,2,4,5,4,4,5,3,2,2,2,2,4,5,2,5,4,3,4,4,2,4,2,2,2,2,2,4,2,2,2,2
38,2,"n","none","no","no","Building ",8,"20%",2,2,2,2,2,1,4,4,2,4,4,2,2,2,2,4,2,4,4,4,3,2,2,4,4,3,3,4,3,2,2,2,2,2,2,2,2,2,2,2
38,2,"n","none","no","no","Sales",4,"30%",4,4,4,4,4,4,2,3,2,2,4,4,4,4,4,2,2,2,3,4,3,4,4,3,4,1,2,2,4,2,3,3,4,4,4,3,3,3,2,2
38,2,"n","none","no","no","Building ",8,"20%",4,5,4,4,4,4,4,3,2,2,4,3,4,4,4,3,1,2,4,2,4,5,5,5,3,3,2,4,2,2,5,5,3,4,2,2,4,3,4,2
38,2,"y","Masters","yes","no","Banking",3,"20%",5,4,3,4,3,4,3,3,2,2,5,5,1,5,4,2,2,1,2,2,3,5,5,5,4,4,3,4,2,3,2,3,2,2,4,2,2,3,4,3
38,2,"y","Bachelors","no","no","Building ",8,"30%",5,4,4,4,4,4,2,3,2,4,2,2,2,5,4,4,2,4,4,1,2,4,4,2,5,2,2,4,1,3,4,4,2,2,4,2,2,4,2,3
38,2,"y","Bachelors","no","no","Retail",3,"20%",2,2,1,2,3,3,4,4,1,1,4,2,2,2,3,4,3,2,3,2,4,5,5,5,2,1,1,2,1,1,4,4,3,3,4,2,3,4,2,1
38,2,"y","Bachelors","no","no","Building ",8,"10%",3,3,2,3,3,4,4,4,3,2,4,4,2,3,2,3,3,3,2,2,4,4,4,4,3,3,2,2,2,4,3,4,3,2,4,2,4,4,3,2
38,2,"y","Bachelors","no","no","Retail",3,"20%",5,4,4,3,4,5,3,4,1,2,5,4,3,5,3,2,2,1,2,2,3,4,4,4,3,2,2,3,3,2,5,4,4,3,4,3,4,4,3,3
38,2,"y","Associates","no","no","Building ",9,"20%",5,5,5,4,4,5,1,1,1,5,5,5,5,5,4,1,1,1,1,1,4,5,4,4,3,1,1,3,3,2,5,5,4,3,1,5,5,5,5,5
38,2,"y","none","no","no","Food Service",2,"10%",4,4,3,3,4,4,2,2,1,1,4,2,2,4,3,4,2,2,2,1,4,5,5,5,1,2,2,2,1,2,3,3,2,2,2,2,2,4,2,2
39,1,"n","none","yes","no","Marketing",6,"40%",5,5,5,5,5,5,2,5,1,1,5,5,4,5,5,1,1,1,3,2,5,5,5,5,1,2,2,4,1,3,5,5,5,5,5,4,5,4,4,3
39,1,"n","Masters","yes","no","Consulting",6,"50%",4,4,4,4,3,4,3,4,1,2,5,2,4,5,4,4,2,2,3,1,5,4,3,4,4,2,2,3,2,4,5,5,3,3,2,3,2,4,2,4
39,1,"n","Bachelors","yes","no","Technology",6,"50%",5,5,5,4,3,3,3,2,2,1,4,5,5,5,4,1,2,2,1,1,3,4,5,4,3,3,3,4,3,3,3,4,3,5,3,5,5,5,4,3
39,1,"y","Associates","yes","no","Web Tech",3,"30%",4,3,5,4,4,3,2,1,1,1,5,5,3,4,5,1,1,1,3,1,5,5,5,5,3,1,1,3,1,1,5,5,5,1,4,1,5,5,4,1
39,1,"y","Associates","yes","no","Banking",3,"20%",4,1,1,4,3,2,4,3,5,1,2,2,4,4,4,4,2,4,4,4,3,5,5,4,4,3,3,4,2,2,3,2,4,2,2,2,4,4,1,2
39,1,"y","Bachelors","yes","no","Technology",5,"50%",4,4,3,4,3,4,4,3,1,1,4,3,2,2,3,4,5,3,4,4,5,5,5,5,3,2,2,3,2,3,4,5,4,1,4,3,4,4,1,2
39,1,"y","none","yes","no","Food Service",2,"10%",5,5,5,4,4,4,2,3,1,1,5,4,4,4,3,2,2,2,2,2,3,5,5,5,2,2,2,3,1,1,5,5,4,3,3,3,4,4,3,3
39,1,"y","Bachelors","yes","no","Banking",3,"20%",4,4,3,4,3,3,3,3,2,2,1,2,2,4,4,2,2,4,4,2,1,4,3,4,3,2,2,4,2,4,2,4,3,2,2,2,3,1,2,2
39,1,"y","Masters","yes","no","Insurance",7,"60%",5,5,5,5,5,5,2,2,2,2,5,5,5,5,5,1,1,1,1,2,4,4,5,3,5,4,4,4,2,3,4,4,5,5,5,4,4,4,4,3
39,1,"y","Bachelors","yes","no","Technology",6,"50%",2,3,2,2,2,3,3,2,2,4,2,3,2,2,3,2,3,4,4,4,2,5,4,2,4,3,3,4,2,4,4,4,4,3,5,3,3,3,4,3
39,2,"n","none","no","no","Building ",9,"10%",4,4,4,3,3,3,2,3,1,1,5,2,2,4,3,4,2,2,4,2,2,4,4,3,4,3,2,4,2,4,2,1,3,1,1,1,4,4,1,1
39,2,"n","none","no","no","Building and Construction ",11,"40%",1,4,4,3,1,4,2,2,2,1,2,5,4,2,4,2,2,4,1,2,1,2,5,5,4,4,4,4,5,3,4,2,4,2,3,2,4,5,1,1
39,2,"n","none","no","no","Retail",11,"60%",4,3,4,4,3,4,3,2,3,2,5,2,2,4,3,4,2,2,4,2,2,4,4,2,4,4,4,4,2,4,2,2,2,2,4,3,4,4,2,2
39,2,"n","Masters","yes","no","Insurance",10,"70%",4,2,2,3,4,2,3,2,2,2,4,4,4,4,2,2,4,2,3,2,4,4,3,3,4,4,4,4,4,4,2,2,2,2,2,2,3,2,2,2
39,2,"n","Bachelors","yes","no","Banking",3,"10%",1,2,2,2,3,5,2,2,5,2,4,1,5,1,4,5,2,2,5,4,1,3,4,2,5,4,4,4,2,3,2,2,2,2,2,2,2,2,2,1
39,2,"n","none","no","no","Retail",4,"20%",5,5,5,4,5,5,1,2,1,1,5,4,4,5,4,1,1,1,1,2,4,4,3,4,2,1,1,2,3,2,4,4,1,2,4,4,3,3,3,3
